Source,Date,Mean
GCAG,06-10-2008,0.669
GISTEMP,06-10-2008,0.67
GCAG,06-09-2008,0.5318
GISTEMP,06-09-2008,0.65
GCAG,06-08-2008,0.5594
GISTEMP,06-08-2008,0.44
GCAG,06-07-2008,0.5796
GISTEMP,06-07-2008,0.6
GCAG,06-06-2008,0.5314
GISTEMP,06-06-2008,0.48
GCAG,06-05-2008,0.5011
GISTEMP,06-05-2008,0.51
GCAG,06-04-2008,0.4827
GISTEMP,06-04-2008,0.53
GCAG,06-03-2008,0.7625
GISTEMP,06-03-2008,0.73
GCAG,06-02-2008,0.3774
GISTEMP,06-02-2008,0.36
GCAG,06-01-2008,0.2746
GISTEMP,06-01-2008,0.24
GCAG,06-12-2007,0.4872
GISTEMP,06-12-2007,0.5
GCAG,06-11-2007,0.5172
GISTEMP,06-11-2007,0.57
GCAG,06-10-2007,0.567
GISTEMP,06-10-2007,0.6
GCAG,06-09-2007,0.5775
GISTEMP,06-09-2007,0.64
GCAG,06-08-2007,0.5509
GISTEMP,06-08-2007,0.6
GCAG,06-07-2007,0.5286
GISTEMP,06-07-2007,0.62
GCAG,06-06-2007,0.5374
GISTEMP,06-06-2007,0.58
GCAG,06-05-2007,0.609
GISTEMP,06-05-2007,0.67
GCAG,06-04-2007,0.7336
GISTEMP,06-04-2007,0.76
GCAG,06-03-2007,0.6668
GISTEMP,06-03-2007,0.7
GCAG,06-02-2007,0.6609
GISTEMP,06-02-2007,0.7
GCAG,06-01-2007,0.8839
GISTEMP,06-01-2007,0.96
GCAG,06-12-2006,0.7692
GISTEMP,06-12-2006,0.77
GCAG,06-11-2006,0.6449
GISTEMP,06-11-2006,0.72
GCAG,06-10-2006,0.6774
GISTEMP,06-10-2006,0.69
GCAG,06-09-2006,0.6337
GISTEMP,06-09-2006,0.64
GCAG,06-08-2006,0.6231
GISTEMP,06-08-2006,0.72
GCAG,06-07-2006,0.6218
GISTEMP,06-07-2006,0.54
GCAG,06-06-2006,0.6399
GISTEMP,06-06-2006,0.64
GCAG,06-05-2006,0.5499
GISTEMP,06-05-2006,0.47
GCAG,06-04-2006,0.5177
GISTEMP,06-04-2006,0.5
GCAG,06-03-2006,0.5931
GISTEMP,06-03-2006,0.63
GCAG,06-02-2006,0.6221
GISTEMP,06-02-2006,0.7
GCAG,06-01-2006,0.4567
GISTEMP,06-01-2006,0.57
GCAG,06-12-2005,0.6235
GISTEMP,06-12-2005,0.68
GCAG,06-11-2005,0.728
GISTEMP,06-11-2005,0.76
GCAG,06-10-2005,0.693
GISTEMP,06-10-2005,0.8
GCAG,06-09-2005,0.6867
GISTEMP,06-09-2005,0.78
GCAG,06-08-2005,0.6247
GISTEMP,06-08-2005,0.63
GCAG,06-07-2005,0.6572
GISTEMP,06-07-2005,0.66
GCAG,06-06-2005,0.6722
GISTEMP,06-06-2005,0.67
GCAG,06-05-2005,0.6573
GISTEMP,06-05-2005,0.65
GCAG,06-04-2005,0.7314
GISTEMP,06-04-2005,0.69
GCAG,06-03-2005,0.6918
GISTEMP,06-03-2005,0.69
GCAG,06-02-2005,0.5143
GISTEMP,06-02-2005,0.58
GCAG,06-01-2005,0.6223
GISTEMP,06-01-2005,0.72
GCAG,06-12-2004,0.5081
GISTEMP,06-12-2004,0.52
GCAG,06-11-2004,0.7601
GISTEMP,06-11-2004,0.72
GCAG,06-10-2004,0.6177
GISTEMP,06-10-2004,0.66
GCAG,06-09-2004,0.5331
GISTEMP,06-09-2004,0.53
GCAG,06-08-2004,0.5141
GISTEMP,06-08-2004,0.45
GCAG,06-07-2004,0.4806
GISTEMP,06-07-2004,0.26
GCAG,06-06-2004,0.4707
GISTEMP,06-06-2004,0.43
GCAG,06-05-2004,0.4442
GISTEMP,06-05-2004,0.42
GCAG,06-04-2004,0.594
GISTEMP,06-04-2004,0.62
GCAG,06-03-2004,0.6964
GISTEMP,06-03-2004,0.64
GCAG,06-02-2004,0.7232
GISTEMP,06-02-2004,0.71
GCAG,06-01-2004,0.5979
GISTEMP,06-01-2004,0.59
GCAG,06-12-2003,0.7361
GISTEMP,06-12-2003,0.75
GCAG,06-11-2003,0.5784
GISTEMP,06-11-2003,0.55
GCAG,06-10-2003,0.7271
GISTEMP,06-10-2003,0.75
GCAG,06-09-2003,0.6412
GISTEMP,06-09-2003,0.66
GCAG,06-08-2003,0.6202
GISTEMP,06-08-2003,0.66
GCAG,06-07-2003,0.5408
GISTEMP,06-07-2003,0.55
GCAG,06-06-2003,0.5381
GISTEMP,06-06-2003,0.49
GCAG,06-05-2003,0.5954
GISTEMP,06-05-2003,0.62
GCAG,06-04-2003,0.5601
GISTEMP,06-04-2003,0.55
GCAG,06-03-2003,0.5702
GISTEMP,06-03-2003,0.57
GCAG,06-02-2003,0.5626
GISTEMP,06-02-2003,0.55
GCAG,06-01-2003,0.6907
GISTEMP,06-01-2003,0.73
GCAG,06-12-2002,0.4366
GISTEMP,06-12-2002,0.43
GCAG,06-11-2002,0.5918
GISTEMP,06-11-2002,0.59
GCAG,06-10-2002,0.4773
GISTEMP,06-10-2002,0.57
GCAG,06-09-2002,0.5661
GISTEMP,06-09-2002,0.65
GCAG,06-08-2002,0.5359
GISTEMP,06-08-2002,0.55
GCAG,06-07-2002,0.6229
GISTEMP,06-07-2002,0.62
GCAG,06-06-2002,0.589
GISTEMP,06-06-2002,0.54
GCAG,06-05-2002,0.5656
GISTEMP,06-05-2002,0.65
GCAG,06-04-2002,0.5725
GISTEMP,06-04-2002,0.58
GCAG,06-03-2002,0.7887
GISTEMP,06-03-2002,0.91
GCAG,06-02-2002,0.7846
GISTEMP,06-02-2002,0.76
GCAG,06-01-2002,0.6962
GISTEMP,06-01-2002,0.75
GCAG,06-12-2001,0.5128
GISTEMP,06-12-2001,0.55
GCAG,06-11-2001,0.688
GISTEMP,06-11-2001,0.7
GCAG,06-10-2001,0.5006
GISTEMP,06-10-2001,0.52
GCAG,06-09-2001,0.505
GISTEMP,06-09-2001,0.56
GCAG,06-08-2001,0.6032
GISTEMP,06-08-2001,0.49
GCAG,06-07-2001,0.5586
GISTEMP,06-07-2001,0.61
GCAG,06-06-2001,0.5373
GISTEMP,06-06-2001,0.55
GCAG,06-05-2001,0.5997
GISTEMP,06-05-2001,0.59
GCAG,06-04-2001,0.5666
GISTEMP,06-04-2001,0.52
GCAG,06-03-2001,0.6293
GISTEMP,06-03-2001,0.58
GCAG,06-02-2001,0.3946
GISTEMP,06-02-2001,0.46
GCAG,06-01-2001,0.472
GISTEMP,06-01-2001,0.44
GCAG,06-12-2000,0.3192
GISTEMP,06-12-2000,0.3
GCAG,06-11-2000,0.2557
GISTEMP,06-11-2000,0.34
GCAG,06-10-2000,0.3027
GISTEMP,06-10-2000,0.3
GCAG,06-09-2000,0.4384
GISTEMP,06-09-2000,0.42
GCAG,06-08-2000,0.4557
GISTEMP,06-08-2000,0.43
GCAG,06-07-2000,0.3919
GISTEMP,06-07-2000,0.42
GCAG,06-06-2000,0.4076
GISTEMP,06-06-2000,0.44
GCAG,06-05-2000,0.4657
GISTEMP,06-05-2000,0.4
GCAG,06-04-2000,0.6311
GISTEMP,06-04-2000,0.59
GCAG,06-03-2000,0.5561
GISTEMP,06-03-2000,0.6
GCAG,06-02-2000,0.5439
GISTEMP,06-02-2000,0.58
GCAG,06-01-2000,0.3467
GISTEMP,06-01-2000,0.26
GCAG,06-12-1999,0.5779
GISTEMP,06-12-1999,0.46
GCAG,06-11-1999,0.3688
GISTEMP,06-11-1999,0.42
GCAG,06-10-1999,0.3773
GISTEMP,06-10-1999,0.43
GCAG,06-09-1999,0.3976
GISTEMP,06-09-1999,0.43
GCAG,06-08-1999,0.3695
GISTEMP,06-08-1999,0.34
GCAG,06-07-1999,0.4029
GISTEMP,06-07-1999,0.41
GCAG,06-06-1999,0.4203
GISTEMP,06-06-1999,0.37
GCAG,06-05-1999,0.4086
GISTEMP,06-05-1999,0.33
GCAG,06-04-1999,0.459
GISTEMP,06-04-1999,0.34
GCAG,06-03-1999,0.3702
GISTEMP,06-03-1999,0.34
GCAG,06-02-1999,0.6733
GISTEMP,06-02-1999,0.66
GCAG,06-01-1999,0.5007
GISTEMP,06-01-1999,0.48
GCAG,06-12-1998,0.5796
GISTEMP,06-12-1998,0.56
GCAG,06-11-1998,0.4132
GISTEMP,06-11-1998,0.5
GCAG,06-10-1998,0.4965
GISTEMP,06-10-1998,0.47
GCAG,06-09-1998,0.5271
GISTEMP,06-09-1998,0.45
GCAG,06-08-1998,0.6816
GISTEMP,06-08-1998,0.68
GCAG,06-07-1998,0.7358
GISTEMP,06-07-1998,0.71
GCAG,06-06-1998,0.6657
GISTEMP,06-06-1998,0.78
GCAG,06-05-1998,0.6679
GISTEMP,06-05-1998,0.71
GCAG,06-04-1998,0.7358
GISTEMP,06-04-1998,0.64
GCAG,06-03-1998,0.6396
GISTEMP,06-03-1998,0.63
GCAG,06-02-1998,0.866
GISTEMP,06-02-1998,0.9
GCAG,06-01-1998,0.6042
GISTEMP,06-01-1998,0.61
GCAG,06-12-1997,0.6302
GISTEMP,06-12-1997,0.6
GCAG,06-11-1997,0.5865
GISTEMP,06-11-1997,0.66
GCAG,06-10-1997,0.6487
GISTEMP,06-10-1997,0.64
GCAG,06-09-1997,0.625
GISTEMP,06-09-1997,0.56
GCAG,06-08-1997,0.5491
GISTEMP,06-08-1997,0.43
GCAG,06-07-1997,0.5101
GISTEMP,06-07-1997,0.35
GCAG,06-06-1997,0.5308
GISTEMP,06-06-1997,0.55
GCAG,06-05-1997,0.4235
GISTEMP,06-05-1997,0.39
GCAG,06-04-1997,0.4551
GISTEMP,06-04-1997,0.38
GCAG,06-03-1997,0.4617
GISTEMP,06-03-1997,0.52
GCAG,06-02-1997,0.4288
GISTEMP,06-02-1997,0.37
GCAG,06-01-1997,0.3746
GISTEMP,06-01-1997,0.33
GCAG,06-12-1996,0.3893
GISTEMP,06-12-1996,0.41
GCAG,06-11-1996,0.2816
GISTEMP,06-11-1996,0.42
GCAG,06-10-1996,0.2276
GISTEMP,06-10-1996,0.2
GCAG,06-09-1996,0.2696
GISTEMP,06-09-1996,0.27
GCAG,06-08-1996,0.3206
GISTEMP,06-08-1996,0.49
GCAG,06-07-1996,0.3238
GISTEMP,06-07-1996,0.37
GCAG,06-06-1996,0.3547
GISTEMP,06-06-1996,0.27
GCAG,06-05-1996,0.3908
GISTEMP,06-05-1996,0.3
GCAG,06-04-1996,0.2725
GISTEMP,06-04-1996,0.38
GCAG,06-03-1996,0.3242
GISTEMP,06-03-1996,0.34
GCAG,06-02-1996,0.4562
GISTEMP,06-02-1996,0.5
GCAG,06-01-1996,0.2625
GISTEMP,06-01-1996,0.27
GCAG,06-12-1995,0.3477
GISTEMP,06-12-1995,0.3
GCAG,06-11-1995,0.455
GISTEMP,06-11-1995,0.45
GCAG,06-10-1995,0.4376
GISTEMP,06-10-1995,0.49
GCAG,06-09-1995,0.3865
GISTEMP,06-09-1995,0.34
GCAG,06-08-1995,0.5056
GISTEMP,06-08-1995,0.48
GCAG,06-07-1995,0.4295
GISTEMP,06-07-1995,0.49
GCAG,06-06-1995,0.4657
GISTEMP,06-06-1995,0.45
GCAG,06-05-1995,0.3537
GISTEMP,06-05-1995,0.29
GCAG,06-04-1995,0.4097
GISTEMP,06-04-1995,0.47
GCAG,06-03-1995,0.4637
GISTEMP,06-03-1995,0.45
GCAG,06-02-1995,0.6895
GISTEMP,06-02-1995,0.77
GCAG,06-01-1995,0.5487
GISTEMP,06-01-1995,0.5
GCAG,06-12-1994,0.4009
GISTEMP,06-12-1994,0.36
GCAG,06-11-1994,0.453
GISTEMP,06-11-1994,0.46
GCAG,06-10-1994,0.4273
GISTEMP,06-10-1994,0.42
GCAG,06-09-1994,0.33
GISTEMP,06-09-1994,0.32
GCAG,06-08-1994,0.3119
GISTEMP,06-08-1994,0.23
GCAG,06-07-1994,0.3155
GISTEMP,06-07-1994,0.32
GCAG,06-06-1994,0.387
GISTEMP,06-06-1994,0.42
GCAG,06-05-1994,0.3819
GISTEMP,06-05-1994,0.29
GCAG,06-04-1994,0.3568
GISTEMP,06-04-1994,0.41
GCAG,06-03-1994,0.3568
GISTEMP,06-03-1994,0.26
GCAG,06-02-1994,0.0791
GISTEMP,06-02-1994,0.04
GCAG,06-01-1994,0.2902
GISTEMP,06-01-1994,0.3
GCAG,06-12-1993,0.3188
GISTEMP,06-12-1993,0.19
GCAG,06-11-1993,0.092
GISTEMP,06-11-1993,0.07
GCAG,06-10-1993,0.2442
GISTEMP,06-10-1993,0.24
GCAG,06-09-1993,0.1692
GISTEMP,06-09-1993,0.11
GCAG,06-08-1993,0.2118
GISTEMP,06-08-1993,0.13
GCAG,06-07-1993,0.2336
GISTEMP,06-07-1993,0.28
GCAG,06-06-1993,0.293
GISTEMP,06-06-1993,0.24
GCAG,06-05-1993,0.3438
GISTEMP,06-05-1993,0.26
GCAG,06-04-1993,0.3155
GISTEMP,06-04-1993,0.28
GCAG,06-03-1993,0.4208
GISTEMP,06-03-1993,0.36
GCAG,06-02-1993,0.3967
GISTEMP,06-02-1993,0.39
GCAG,06-01-1993,0.384
GISTEMP,06-01-1993,0.37
GCAG,06-12-1992,0.2833
GISTEMP,06-12-1992,0.22
GCAG,06-11-1992,0.0943
GISTEMP,06-11-1992,0.04
GCAG,06-10-1992,0.1154
GISTEMP,06-10-1992,0.11
GCAG,06-09-1992,0.0588
GISTEMP,06-09-1992,0.01
GCAG,06-08-1992,0.1405
GISTEMP,06-08-1992,0.1
GCAG,06-07-1992,0.1359
GISTEMP,06-07-1992,0.13
GCAG,06-06-1992,0.2821
GISTEMP,06-06-1992,0.24
GCAG,06-05-1992,0.3276
GISTEMP,06-05-1992,0.32
GCAG,06-04-1992,0.2936
GISTEMP,06-04-1992,0.24
GCAG,06-03-1992,0.4333
GISTEMP,06-03-1992,0.47
GCAG,06-02-1992,0.4485
GISTEMP,06-02-1992,0.42
GCAG,06-01-1992,0.4721
GISTEMP,06-01-1992,0.45
GCAG,06-12-1991,0.3064
GISTEMP,06-12-1991,0.33
GCAG,06-11-1991,0.3175
GISTEMP,06-11-1991,0.31
GCAG,06-10-1991,0.3292
GISTEMP,06-10-1991,0.32
GCAG,06-09-1991,0.3863
GISTEMP,06-09-1991,0.5
GCAG,06-08-1991,0.388
GISTEMP,06-08-1991,0.42
GCAG,06-07-1991,0.4462
GISTEMP,06-07-1991,0.51
GCAG,06-06-1991,0.4813
GISTEMP,06-06-1991,0.54
GCAG,06-05-1991,0.4107
GISTEMP,06-05-1991,0.39
GCAG,06-04-1991,0.5168
GISTEMP,06-04-1991,0.53
GCAG,06-03-1991,0.3658
GISTEMP,06-03-1991,0.36
GCAG,06-02-1991,0.4661
GISTEMP,06-02-1991,0.51
GCAG,06-01-1991,0.4512
GISTEMP,06-01-1991,0.42
GCAG,06-12-1990,0.4481
GISTEMP,06-12-1990,0.42
GCAG,06-11-1990,0.4797
GISTEMP,06-11-1990,0.46
GCAG,06-10-1990,0.4277
GISTEMP,06-10-1990,0.43
GCAG,06-09-1990,0.3144
GISTEMP,06-09-1990,0.3
GCAG,06-08-1990,0.3479
GISTEMP,06-08-1990,0.3
GCAG,06-07-1990,0.3453
GISTEMP,06-07-1990,0.44
GCAG,06-06-1990,0.4114
GISTEMP,06-06-1990,0.38
GCAG,06-05-1990,0.4274
GISTEMP,06-05-1990,0.46
GCAG,06-04-1990,0.4907
GISTEMP,06-04-1990,0.55
GCAG,06-03-1990,0.7328
GISTEMP,06-03-1990,0.76
GCAG,06-02-1990,0.4072
GISTEMP,06-02-1990,0.41
GCAG,06-01-1990,0.3613
GISTEMP,06-01-1990,0.41
GCAG,06-12-1989,0.4013
GISTEMP,06-12-1989,0.37
GCAG,06-11-1989,0.2541
GISTEMP,06-11-1989,0.21
GCAG,06-10-1989,0.3044
GISTEMP,06-10-1989,0.32
GCAG,06-09-1989,0.3019
GISTEMP,06-09-1989,0.37
GCAG,06-08-1989,0.3021
GISTEMP,06-08-1989,0.36
GCAG,06-07-1989,0.3016
GISTEMP,06-07-1989,0.34
GCAG,06-06-1989,0.2727
GISTEMP,06-06-1989,0.15
GCAG,06-05-1989,0.2779
GISTEMP,06-05-1989,0.17
GCAG,06-04-1989,0.2891
GISTEMP,06-04-1989,0.33
GCAG,06-03-1989,0.336
GISTEMP,06-03-1989,0.36
GCAG,06-02-1989,0.3072
GISTEMP,06-02-1989,0.35
GCAG,06-01-1989,0.2157
GISTEMP,06-01-1989,0.16
GCAG,06-12-1988,0.3626
GISTEMP,06-12-1988,0.34
GCAG,06-11-1988,0.2291
GISTEMP,06-11-1988,0.13
GCAG,06-10-1988,0.3009
GISTEMP,06-10-1988,0.4
GCAG,06-09-1988,0.3211
GISTEMP,06-09-1988,0.42
GCAG,06-08-1988,0.3199
GISTEMP,06-08-1988,0.46
GCAG,06-07-1988,0.3431
GISTEMP,06-07-1988,0.35
GCAG,06-06-1988,0.3865
GISTEMP,06-06-1988,0.42
GCAG,06-05-1988,0.3811
GISTEMP,06-05-1988,0.44
GCAG,06-04-1988,0.4426
GISTEMP,06-04-1988,0.45
GCAG,06-03-1988,0.4828
GISTEMP,06-03-1988,0.49
GCAG,06-02-1988,0.3901
GISTEMP,06-02-1988,0.42
GCAG,06-01-1988,0.5487
GISTEMP,06-01-1988,0.57
GCAG,06-12-1987,0.5316
GISTEMP,06-12-1987,0.47
GCAG,06-11-1987,0.3306
GISTEMP,06-11-1987,0.25
GCAG,06-10-1987,0.3347
GISTEMP,06-10-1987,0.32
GCAG,06-09-1987,0.4321
GISTEMP,06-09-1987,0.39
GCAG,06-08-1987,0.3832
GISTEMP,06-08-1987,0.28
GCAG,06-07-1987,0.4182
GISTEMP,06-07-1987,0.46
GCAG,06-06-1987,0.3013
GISTEMP,06-06-1987,0.36
GCAG,06-05-1987,0.3339
GISTEMP,06-05-1987,0.26
GCAG,06-04-1987,0.3009
GISTEMP,06-04-1987,0.24
GCAG,06-03-1987,0.2541
GISTEMP,06-03-1987,0.17
GCAG,06-02-1987,0.5028
GISTEMP,06-02-1987,0.46
GCAG,06-01-1987,0.3115
GISTEMP,06-01-1987,0.36
GCAG,06-12-1986,0.2179
GISTEMP,06-12-1986,0.16
GCAG,06-11-1986,0.1548
GISTEMP,06-11-1986,0.11
GCAG,06-10-1986,0.2066
GISTEMP,06-10-1986,0.14
GCAG,06-09-1986,0.1716
GISTEMP,06-09-1986,0.02
GCAG,06-08-1986,0.1698
GISTEMP,06-08-1986,0.12
GCAG,06-07-1986,0.1686
GISTEMP,06-07-1986,0.13
GCAG,06-06-1986,0.2534
GISTEMP,06-06-1986,0.12
GCAG,06-05-1986,0.2507
GISTEMP,06-05-1986,0.26
GCAG,06-04-1986,0.2613
GISTEMP,06-04-1986,0.26
GCAG,06-03-1986,0.2966
GISTEMP,06-03-1986,0.29
GCAG,06-02-1986,0.2788
GISTEMP,06-02-1986,0.39
GCAG,06-01-1986,0.3249
GISTEMP,06-01-1986,0.3
GCAG,06-12-1985,0.1978
GISTEMP,06-12-1985,0.15
GCAG,06-11-1985,0.1181
GISTEMP,06-11-1985,0.09
GCAG,06-10-1985,0.1303
GISTEMP,06-10-1985,0.11
GCAG,06-09-1985,0.101
GISTEMP,06-09-1985,0.14
GCAG,06-08-1985,0.1287
GISTEMP,06-08-1985,0.15
GCAG,06-07-1985,0.0779
GISTEMP,06-07-1985,0
GCAG,06-06-1985,0.129
GISTEMP,06-06-1985,0.17
GCAG,06-05-1985,0.1959
GISTEMP,06-05-1985,0.17
GCAG,06-04-1985,0.1488
GISTEMP,06-04-1985,0.11
GCAG,06-03-1985,0.1875
GISTEMP,06-03-1985,0.17
GCAG,06-02-1985,0.0176
GISTEMP,06-02-1985,-0.06
GCAG,06-01-1985,0.1783
GISTEMP,06-01-1985,0.21
GCAG,06-12-1984,-0.0926
GISTEMP,06-12-1984,-0.06
GCAG,06-11-1984,0.0365
GISTEMP,06-11-1984,0.04
GCAG,06-10-1984,0.1187
GISTEMP,06-10-1984,0.15
GCAG,06-09-1984,0.1431
GISTEMP,06-09-1984,0.2
GCAG,06-08-1984,0.1687
GISTEMP,06-08-1984,0.15
GCAG,06-07-1984,0.1193
GISTEMP,06-07-1984,0.16
GCAG,06-06-1984,0.1306
GISTEMP,06-06-1984,0.04
GCAG,06-05-1984,0.2834
GISTEMP,06-05-1984,0.33
GCAG,06-04-1984,0.1503
GISTEMP,06-04-1984,0.08
GCAG,06-03-1984,0.272
GISTEMP,06-03-1984,0.29
GCAG,06-02-1984,0.1753
GISTEMP,06-02-1984,0.17
GCAG,06-01-1984,0.2831
GISTEMP,06-01-1984,0.3
GCAG,06-12-1983,0.2748
GISTEMP,06-12-1983,0.17
GCAG,06-11-1983,0.4313
GISTEMP,06-11-1983,0.3
GCAG,06-10-1983,0.2113
GISTEMP,06-10-1983,0.15
GCAG,06-09-1983,0.3175
GISTEMP,06-09-1983,0.38
